"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 16 10:32:16 GMT 2024","Tue Jul 16 10:32:25 GMT 2024","8846","chromium","login.spec.ts","Login page testing","","","Verify all needs elements are visible",""
"passed","Tue Jul 16 10:34:07 GMT 2024","Tue Jul 16 10:34:11 GMT 2024","3705","chromium","mainPage.spec.ts","Main page testing","","","Verify top-menu elements are visible",""
"passed","Tue Jul 16 10:34:46 GMT 2024","Tue Jul 16 10:34:51 GMT 2024","4336","firefox","mainPage.spec.ts","Main page testing","","","Verify header elements are visible",""
"passed","Tue Jul 16 10:34:11 GMT 2024","Tue Jul 16 10:34:14 GMT 2024","3686","chromium","mainPage.spec.ts","Main page testing","","","Verify header elements are visible",""
"passed","Tue Jul 16 10:33:38 GMT 2024","Tue Jul 16 10:34:07 GMT 2024","29205","chromium","login.spec.ts","Login page testing","","","Verify errors when logging in with invalid credentials",""
"passed","Tue Jul 16 10:32:25 GMT 2024","Tue Jul 16 10:32:42 GMT 2024","16516","chromium","login.spec.ts","Login page testing","","","User can log in with valid credentials",""
"passed","Tue Jul 16 10:34:58 GMT 2024","Tue Jul 16 10:35:04 GMT 2024","6574","webkit","login.spec.ts","Login page testing","","","User can log in with valid credentials",""
"passed","Tue Jul 16 10:34:20 GMT 2024","Tue Jul 16 10:34:25 GMT 2024","5259","firefox","login.spec.ts","Login page testing","","","User can log in with valid credentials",""
"passed","Tue Jul 16 10:34:44 GMT 2024","Tue Jul 16 10:34:46 GMT 2024","2942","firefox","mainPage.spec.ts","Main page testing","","","Verify top-menu elements are visible",""
"passed","Tue Jul 16 10:35:04 GMT 2024","Tue Jul 16 10:35:28 GMT 2024","23347","webkit","login.spec.ts","Login page testing","","","Verify errors when logging in with invalid credentials",""
"passed","Tue Jul 16 10:35:32 GMT 2024","Tue Jul 16 10:35:36 GMT 2024","4265","webkit","mainPage.spec.ts","Main page testing","","","Verify header elements are visible",""
"passed","Tue Jul 16 10:34:16 GMT 2024","Tue Jul 16 10:34:20 GMT 2024","3520","firefox","login.spec.ts","Login page testing","","","Verify all needs elements are visible",""
"passed","Tue Jul 16 10:35:28 GMT 2024","Tue Jul 16 10:35:32 GMT 2024","4120","webkit","mainPage.spec.ts","Main page testing","","","Verify top-menu elements are visible",""
"passed","Tue Jul 16 10:34:25 GMT 2024","Tue Jul 16 10:34:44 GMT 2024","18233","firefox","login.spec.ts","Login page testing","","","Verify errors when logging in with invalid credentials",""
"passed","Tue Jul 16 10:34:53 GMT 2024","Tue Jul 16 10:34:57 GMT 2024","4329","webkit","login.spec.ts","Login page testing","","","Verify all needs elements are visible",""
