"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 16 10:19:46 GMT 2024","Tue Jul 16 10:20:01 GMT 2024","15649","chromium","login.spec.ts","Login page testing","","","Verify errors when logging in with invalid credentials",""
"passed","Tue Jul 16 10:19:41 GMT 2024","Tue Jul 16 10:19:43 GMT 2024","2041","chromium","login.spec.ts","Login page testing","","","Verify all needs elements are visible",""
"passed","Tue Jul 16 10:20:45 GMT 2024","Tue Jul 16 10:20:49 GMT 2024","3996","webkit","login.spec.ts","Login page testing","","","Verify all needs elements are visible",""
"passed","Tue Jul 16 10:20:01 GMT 2024","Tue Jul 16 10:20:05 GMT 2024","3801","chromium","mainPage.spec.ts","Main page testing","","","Verify top-menu elements are visible",""
"passed","Tue Jul 16 10:19:43 GMT 2024","Tue Jul 16 10:19:46 GMT 2024","2666","chromium","login.spec.ts","Login page testing","","","User can log in with valid credentials",""
"passed","Tue Jul 16 10:20:49 GMT 2024","Tue Jul 16 10:20:55 GMT 2024","5776","webkit","login.spec.ts","Login page testing","","","User can log in with valid credentials",""
"passed","Tue Jul 16 10:20:55 GMT 2024","Tue Jul 16 10:21:15 GMT 2024","19907","webkit","login.spec.ts","Login page testing","","","Verify errors when logging in with invalid credentials",""
"passed","Tue Jul 16 10:20:14 GMT 2024","Tue Jul 16 10:20:18 GMT 2024","4489","firefox","login.spec.ts","Login page testing","","","User can log in with valid credentials",""
"passed","Tue Jul 16 10:21:15 GMT 2024","Tue Jul 16 10:21:18 GMT 2024","3347","webkit","mainPage.spec.ts","Main page testing","","","Verify top-menu elements are visible",""
"passed","Tue Jul 16 10:20:05 GMT 2024","Tue Jul 16 10:20:08 GMT 2024","3310","chromium","mainPage.spec.ts","Main page testing","","","Verify header elements are visible",""
"passed","Tue Jul 16 10:20:39 GMT 2024","Tue Jul 16 10:20:43 GMT 2024","3391","firefox","mainPage.spec.ts","Main page testing","","","Verify header elements are visible",""
"passed","Tue Jul 16 10:21:19 GMT 2024","Tue Jul 16 10:21:22 GMT 2024","3912","webkit","mainPage.spec.ts","Main page testing","","","Verify header elements are visible",""
"passed","Tue Jul 16 10:20:10 GMT 2024","Tue Jul 16 10:20:14 GMT 2024","3629","firefox","login.spec.ts","Login page testing","","","Verify all needs elements are visible",""
"passed","Tue Jul 16 10:20:37 GMT 2024","Tue Jul 16 10:20:39 GMT 2024","2679","firefox","mainPage.spec.ts","Main page testing","","","Verify top-menu elements are visible",""
"passed","Tue Jul 16 10:20:19 GMT 2024","Tue Jul 16 10:20:37 GMT 2024","18057","firefox","login.spec.ts","Login page testing","","","Verify errors when logging in with invalid credentials",""
