"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 16 10:15:34 GMT 2024","Tue Jul 16 10:15:37 GMT 2024","3301","chromium","mainPage.spec.ts","Main page testing","","","Verify header elements are visible",""
"passed","Tue Jul 16 10:15:43 GMT 2024","Tue Jul 16 10:15:48 GMT 2024","4702","firefox","login.spec.ts","Login page testing","","","User can log in with valid credentials",""
"passed","Tue Jul 16 10:15:31 GMT 2024","Tue Jul 16 10:15:34 GMT 2024","3170","chromium","mainPage.spec.ts","Main page testing","","","Verify top-menu elements are visible",""
"passed","Tue Jul 16 10:15:15 GMT 2024","Tue Jul 16 10:15:31 GMT 2024","15313","chromium","login.spec.ts","Login page testing","","","Verify errors when logging in with invalid credentials",""
"passed","Tue Jul 16 10:16:21 GMT 2024","Tue Jul 16 10:16:27 GMT 2024","5500","webkit","login.spec.ts","Login page testing","","","User can log in with valid credentials",""
"passed","Tue Jul 16 10:15:39 GMT 2024","Tue Jul 16 10:15:43 GMT 2024","3848","firefox","login.spec.ts","Login page testing","","","Verify all needs elements are visible",""
"passed","Tue Jul 16 10:15:13 GMT 2024","Tue Jul 16 10:15:15 GMT 2024","2659","chromium","login.spec.ts","Login page testing","","","User can log in with valid credentials",""
"passed","Tue Jul 16 10:16:27 GMT 2024","Tue Jul 16 10:16:48 GMT 2024","21244","webkit","login.spec.ts","Login page testing","","","Verify errors when logging in with invalid credentials",""
"passed","Tue Jul 16 10:15:48 GMT 2024","Tue Jul 16 10:16:05 GMT 2024","16877","firefox","login.spec.ts","Login page testing","","","Verify errors when logging in with invalid credentials",""
"passed","Tue Jul 16 10:16:48 GMT 2024","Tue Jul 16 10:16:51 GMT 2024","3257","webkit","mainPage.spec.ts","Main page testing","","","Verify top-menu elements are visible",""
"passed","Tue Jul 16 10:16:05 GMT 2024","Tue Jul 16 10:16:09 GMT 2024","4312","firefox","mainPage.spec.ts","Main page testing","","","Verify top-menu elements are visible",""
"passed","Tue Jul 16 10:15:10 GMT 2024","Tue Jul 16 10:15:12 GMT 2024","2005","chromium","login.spec.ts","Login page testing","","","Verify all needs elements are visible",""
"passed","Tue Jul 16 10:16:51 GMT 2024","Tue Jul 16 10:16:55 GMT 2024","3206","webkit","mainPage.spec.ts","Main page testing","","","Verify header elements are visible",""
"passed","Tue Jul 16 10:16:09 GMT 2024","Tue Jul 16 10:16:13 GMT 2024","3353","firefox","mainPage.spec.ts","Main page testing","","","Verify header elements are visible",""
"passed","Tue Jul 16 10:16:15 GMT 2024","Tue Jul 16 10:16:20 GMT 2024","5273","webkit","login.spec.ts","Login page testing","","","Verify all needs elements are visible",""
