"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 11 19:57:11 GMT 2024","Thu Jul 11 19:57:15 GMT 2024","3723","chromium","login.spec.ts","Login page testing","","","User can log in with valid credentials",""
"passed","Thu Jul 11 19:57:37 GMT 2024","Thu Jul 11 19:57:41 GMT 2024","4041","chromium","mainPage.spec.ts","Main page testing","","","Verify top-menu elements are visible",""
"passed","Thu Jul 11 19:58:22 GMT 2024","Thu Jul 11 19:58:25 GMT 2024","3170","firefox","mainPage.spec.ts","Main page testing","","","Verify header elements are visible",""
"passed","Thu Jul 11 19:58:19 GMT 2024","Thu Jul 11 19:58:22 GMT 2024","3095","firefox","mainPage.spec.ts","Main page testing","","","Verify top-menu elements are visible",""
"passed","Thu Jul 11 19:59:04 GMT 2024","Thu Jul 11 19:59:17 GMT 2024","12915","webkit","login.spec.ts","Login page testing","","","User can log in with valid credentials",""
"passed","Thu Jul 11 19:57:50 GMT 2024","Thu Jul 11 19:57:54 GMT 2024","4608","firefox","login.spec.ts","Login page testing","","","User can log in with valid credentials",""
"passed","Thu Jul 11 19:57:54 GMT 2024","Thu Jul 11 19:58:19 GMT 2024","24498","firefox","login.spec.ts","Login page testing","","","Verify errors when logging in with invalid credentials",""
"passed","Thu Jul 11 19:59:39 GMT 2024","Thu Jul 11 19:59:43 GMT 2024","3880","webkit","mainPage.spec.ts","Main page testing","","","Verify header elements are visible",""
"passed","Thu Jul 11 19:58:27 GMT 2024","Thu Jul 11 19:58:32 GMT 2024","4563","webkit","login.spec.ts","Login page testing","","","Verify all needs elements are visible",""
"passed","Thu Jul 11 19:57:46 GMT 2024","Thu Jul 11 19:57:49 GMT 2024","3558","firefox","login.spec.ts","Login page testing","","","Verify all needs elements are visible",""
"passed","Thu Jul 11 19:57:41 GMT 2024","Thu Jul 11 19:57:44 GMT 2024","3554","chromium","mainPage.spec.ts","Main page testing","","","Verify header elements are visible",""
"passed","Thu Jul 11 19:59:18 GMT 2024","Thu Jul 11 19:59:36 GMT 2024","18066","webkit","login.spec.ts","Login page testing","","","Verify errors when logging in with invalid credentials",""
"passed","Thu Jul 11 19:59:36 GMT 2024","Thu Jul 11 19:59:39 GMT 2024","3688","webkit","mainPage.spec.ts","Main page testing","","","Verify top-menu elements are visible",""
"passed","Thu Jul 11 19:57:08 GMT 2024","Thu Jul 11 19:57:11 GMT 2024","2889","chromium","login.spec.ts","Login page testing","","","Verify all needs elements are visible",""
"passed","Thu Jul 11 19:57:15 GMT 2024","Thu Jul 11 19:57:37 GMT 2024","21625","chromium","login.spec.ts","Login page testing","","","Verify errors when logging in with invalid credentials",""
