"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 16 10:26:38 GMT 2024","Tue Jul 16 10:26:56 GMT 2024","18534","firefox","login.spec.ts","Login page testing","","","Verify errors when logging in with invalid credentials",""
"passed","Tue Jul 16 10:26:26 GMT 2024","Tue Jul 16 10:26:29 GMT 2024","2641","chromium","mainPage.spec.ts","Main page testing","","","Verify header elements are visible",""
"passed","Tue Jul 16 10:27:10 GMT 2024","Tue Jul 16 10:27:15 GMT 2024","4540","webkit","login.spec.ts","Login page testing","","","User can log in with valid credentials",""
"passed","Tue Jul 16 10:27:15 GMT 2024","Tue Jul 16 10:27:33 GMT 2024","18067","webkit","login.spec.ts","Login page testing","","","Verify errors when logging in with invalid credentials",""
"passed","Tue Jul 16 10:26:22 GMT 2024","Tue Jul 16 10:26:26 GMT 2024","3517","chromium","mainPage.spec.ts","Main page testing","","","Verify top-menu elements are visible",""
"passed","Tue Jul 16 10:26:56 GMT 2024","Tue Jul 16 10:27:00 GMT 2024","3692","firefox","mainPage.spec.ts","Main page testing","","","Verify top-menu elements are visible",""
"passed","Tue Jul 16 10:27:33 GMT 2024","Tue Jul 16 10:27:37 GMT 2024","3794","webkit","mainPage.spec.ts","Main page testing","","","Verify top-menu elements are visible",""
"passed","Tue Jul 16 10:27:37 GMT 2024","Tue Jul 16 10:27:40 GMT 2024","3336","webkit","mainPage.spec.ts","Main page testing","","","Verify header elements are visible",""
"passed","Tue Jul 16 10:25:58 GMT 2024","Tue Jul 16 10:26:01 GMT 2024","2881","chromium","login.spec.ts","Login page testing","","","Verify all needs elements are visible",""
"passed","Tue Jul 16 10:27:00 GMT 2024","Tue Jul 16 10:27:04 GMT 2024","3795","firefox","mainPage.spec.ts","Main page testing","","","Verify header elements are visible",""
"passed","Tue Jul 16 10:27:06 GMT 2024","Tue Jul 16 10:27:09 GMT 2024","3549","webkit","login.spec.ts","Login page testing","","","Verify all needs elements are visible",""
"passed","Tue Jul 16 10:26:34 GMT 2024","Tue Jul 16 10:26:38 GMT 2024","3663","firefox","login.spec.ts","Login page testing","","","User can log in with valid credentials",""
"passed","Tue Jul 16 10:26:05 GMT 2024","Tue Jul 16 10:26:22 GMT 2024","17172","chromium","login.spec.ts","Login page testing","","","Verify errors when logging in with invalid credentials",""
"passed","Tue Jul 16 10:26:01 GMT 2024","Tue Jul 16 10:26:05 GMT 2024","3847","chromium","login.spec.ts","Login page testing","","","User can log in with valid credentials",""
"passed","Tue Jul 16 10:26:30 GMT 2024","Tue Jul 16 10:26:34 GMT 2024","3358","firefox","login.spec.ts","Login page testing","","","Verify all needs elements are visible",""
