"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 16 10:29:29 GMT 2024","Tue Jul 16 10:29:50 GMT 2024","20979","webkit","login.spec.ts","Login page testing","","","Verify errors when logging in with invalid credentials",""
"passed","Tue Jul 16 10:29:24 GMT 2024","Tue Jul 16 10:29:29 GMT 2024","5766","webkit","login.spec.ts","Login page testing","","","User can log in with valid credentials",""
"passed","Tue Jul 16 10:29:11 GMT 2024","Tue Jul 16 10:29:15 GMT 2024","4416","firefox","mainPage.spec.ts","Main page testing","","","Verify header elements are visible",""
"passed","Tue Jul 16 10:28:16 GMT 2024","Tue Jul 16 10:28:31 GMT 2024","15512","chromium","login.spec.ts","Login page testing","","","Verify errors when logging in with invalid credentials",""
"passed","Tue Jul 16 10:28:44 GMT 2024","Tue Jul 16 10:28:49 GMT 2024","4617","firefox","login.spec.ts","Login page testing","","","User can log in with valid credentials",""
"passed","Tue Jul 16 10:28:34 GMT 2024","Tue Jul 16 10:28:38 GMT 2024","3507","chromium","mainPage.spec.ts","Main page testing","","","Verify header elements are visible",""
"passed","Tue Jul 16 10:29:08 GMT 2024","Tue Jul 16 10:29:11 GMT 2024","3220","firefox","mainPage.spec.ts","Main page testing","","","Verify top-menu elements are visible",""
"passed","Tue Jul 16 10:28:12 GMT 2024","Tue Jul 16 10:28:16 GMT 2024","3211","chromium","login.spec.ts","Login page testing","","","User can log in with valid credentials",""
"passed","Tue Jul 16 10:29:17 GMT 2024","Tue Jul 16 10:29:22 GMT 2024","4979","webkit","login.spec.ts","Login page testing","","","Verify all needs elements are visible",""
"passed","Tue Jul 16 10:28:09 GMT 2024","Tue Jul 16 10:28:11 GMT 2024","2205","chromium","login.spec.ts","Login page testing","","","Verify all needs elements are visible",""
"passed","Tue Jul 16 10:29:55 GMT 2024","Tue Jul 16 10:29:58 GMT 2024","3566","webkit","mainPage.spec.ts","Main page testing","","","Verify header elements are visible",""
"passed","Tue Jul 16 10:29:50 GMT 2024","Tue Jul 16 10:29:55 GMT 2024","4319","webkit","mainPage.spec.ts","Main page testing","","","Verify top-menu elements are visible",""
"passed","Tue Jul 16 10:28:31 GMT 2024","Tue Jul 16 10:28:34 GMT 2024","2813","chromium","mainPage.spec.ts","Main page testing","","","Verify top-menu elements are visible",""
"passed","Tue Jul 16 10:28:39 GMT 2024","Tue Jul 16 10:28:44 GMT 2024","4649","firefox","login.spec.ts","Login page testing","","","Verify all needs elements are visible",""
"passed","Tue Jul 16 10:28:49 GMT 2024","Tue Jul 16 10:29:08 GMT 2024","18573","firefox","login.spec.ts","Login page testing","","","Verify errors when logging in with invalid credentials",""
