"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 22 11:37:46 GMT 2024","Mon Jul 22 11:38:00 GMT 2024","14214","chromium","login.spec.ts","Login page testing","","","Verify errors when logging in with invalid credentials",""
"passed","Mon Jul 22 11:38:50 GMT 2024","Mon Jul 22 11:38:55 GMT 2024","5443","webkit","login.spec.ts","Login page testing","","","User can log in with valid credentials",""
"passed","Mon Jul 22 11:38:13 GMT 2024","Mon Jul 22 11:38:17 GMT 2024","4037","firefox","login.spec.ts","Login page testing","","","User can log in with valid credentials",""
"passed","Mon Jul 22 11:38:37 GMT 2024","Mon Jul 22 11:38:42 GMT 2024","4896","firefox","mainPage.spec.ts","Main page testing","","","Verify header elements are visible",""
"passed","Mon Jul 22 11:37:42 GMT 2024","Mon Jul 22 11:37:46 GMT 2024","3523","chromium","login.spec.ts","Login page testing","","","User can log in with valid credentials",""
"passed","Mon Jul 22 11:39:14 GMT 2024","Mon Jul 22 11:39:17 GMT 2024","3488","webkit","mainPage.spec.ts","Main page testing","","","Verify top-menu elements are visible",""
"passed","Mon Jul 22 11:38:04 GMT 2024","Mon Jul 22 11:38:07 GMT 2024","3773","chromium","mainPage.spec.ts","Main page testing","","","Verify header elements are visible",""
"passed","Mon Jul 22 11:38:09 GMT 2024","Mon Jul 22 11:38:12 GMT 2024","3474","firefox","login.spec.ts","Login page testing","","","Verify all needs elements are visible",""
"passed","Mon Jul 22 11:38:33 GMT 2024","Mon Jul 22 11:38:37 GMT 2024","4149","firefox","mainPage.spec.ts","Main page testing","","","Verify top-menu elements are visible",""
"passed","Mon Jul 22 11:38:44 GMT 2024","Mon Jul 22 11:38:49 GMT 2024","4607","webkit","login.spec.ts","Login page testing","","","Verify all needs elements are visible",""
"passed","Mon Jul 22 11:38:00 GMT 2024","Mon Jul 22 11:38:04 GMT 2024","3677","chromium","mainPage.spec.ts","Main page testing","","","Verify top-menu elements are visible",""
"passed","Mon Jul 22 11:37:40 GMT 2024","Mon Jul 22 11:37:42 GMT 2024","1958","chromium","login.spec.ts","Login page testing","","","Verify all needs elements are visible",""
"passed","Mon Jul 22 11:38:55 GMT 2024","Mon Jul 22 11:39:14 GMT 2024","18408","webkit","login.spec.ts","Login page testing","","","Verify errors when logging in with invalid credentials",""
"passed","Mon Jul 22 11:38:17 GMT 2024","Mon Jul 22 11:38:33 GMT 2024","16384","firefox","login.spec.ts","Login page testing","","","Verify errors when logging in with invalid credentials",""
"passed","Mon Jul 22 11:39:17 GMT 2024","Mon Jul 22 11:39:21 GMT 2024","3835","webkit","mainPage.spec.ts","Main page testing","","","Verify header elements are visible",""
